content,score
makin lama makin ribetttt,1
Bagus,5
mudah dan praktis,5
layanan sangat baik,5
"pembatalan barang harus menunggu persetujuan penjual dulu padahal saya salah alamat, dan ahirnya ditolak penjual padahal saya CO baru 5 menit langsung saya batalin, dan satu lagi pengembalian barang juga ditolak padahal saya jelas vidio unboxing sama foto barang, cs nya juga gitu balesnya lama banget udah nunggu antrian lama eh balesannya luama banget kadang malah gak dijawab, sangat tidak menguntungkan,😾😾",1
bagus,5
katanya dapet vocer 500ribu setelah membil dua barang dari rekomendasi ehh palahan ilang vocernya gimana ini hehe Mayan loh,1
"sekarang sangat buruk, penjualnya kebanyakan sudah keluar tapi masih ada lapaknya, ada masalah malah di hubungkan ke AI dan AI nya tidak memberikan solusi. sekalinya di hubungkan ke CS, tanggapannya lambat sekali.",1
lebih aman dan nyaman menggunakan tokped,5
"serius ini aplikasi makin bingungin.. masa mo co ga otomatis gratis ongkir.. mana berantakan sekali isi awalnya, jatuhnya malah mahal beli barang disini drpd sebelah padahal app lokal",3
Tokopedia bagus 👍,5
aplikasi taik.pesan barang tak sesuai.giliran mau retur malah status barangnya masih dikirim.padahal udah 3 hari yang lalu datang barangnya dan tak sesuai😡😡😡😡,1
terima kasih bs di ikuti,5
pelayanan jelek sekali,2
mengembalikan dana/refund dana terlalu lama tidak sesuai waktu yg di tentukan,1
andalan olshop,5
Muantab👍👍👍,5
sudah sering belanja di sini. sangat memuaskan.,5
buruk,1
Payah diskon 30rb harga produk di naikin jadi 30rb. bahkan setelah diskon 30rb harga produk masih lebih mahal dari pada olshop yang lain. Auto hapus permanen.,1
mudah mudahan saya orderan 3 ada dan tidak dikirim kurang dari 3 barang. terimakasih,4
"knpha saya GK bisa paket playlaterr d tiktok boz kuhhh, knpha GK bisa playlater nya boz kuhh susah amat boz kuhh tolong d bantuu percuma playlater ada juga kalauu GK bisa d pake mhhh",5
sangat membantu,5
"biaya ongkir mencekik, dibanding toko oren",3
"menu/hampir hampir memenuhi yg saya butuhkan. Tapi kenapa di data aplikasi hanya 47mb, setelah diinstal jadi lebih dari 100mb. hal lainnya adlh, beberapa kali saya mengalami ga bisa login. Ini aplikasi aneh,,, knp system dibikin rumit rujit, susah juga mengakses solusinya, ga seperti aplikasi olshop lainnya yg mudah saat login.",2
"Tokopedia pesanan saya ga di kirim dalam 3hari dibatalkan tidak di konfirmasi, sudah 1hari pembatalan otomatis tidak berfungsi mohon jalan keluarnya",2
Lancar Jaya Untuk Menjadi Penjual Terbaik,5
"setelah saya nyaman menggunakan Tokopedia malah apk nya eror udah 7 hari jika scoling geser ke bawah belum sampai selesai udah balik lagi ke atas,capek geser geser, sehingga saya memutuskan menghapus apk Tokopedia beserta akun saya hapus",1
saya puas banget,5
"Tiap ada pembelian pakai promo sesalu dibatalkan, jangan sok sok pake promo lah kalok cuma di cancel terus mah buat apa!!! PHP aja, kaya di sope sama lazada dong, harga promo tetep dikirim gak peke dibatalin, soksok kasi harga murah promo kapan di order dibayar dicancel, udah beberapa kali kaya gini makanya saya kasi ulasan jeleK, MENGECEWAKAN, dah gak mau pake aplikasi ini lagi PHP, DIKEMBANGIN APLIKASI MU INI BIAR BERKEMBANG KAYA APLIKASI SEBELAH!!!",1
Susah verifikasi wajahnya buka tutup mulut udh bisa pas berkedip nya enga mau seharian itu aj yg di cob enga bisa,5
"semoga cepat sampe barang nya,biar tatap admin senang",5
"Aplikasi belanja online paling buruk diantara lain nya, ... orderan saya dicuekin seller selama 2x 24 jam tanpa info dari chat dan perkembangan status orderan apapun, giliran mau dicancel malah disuruh nunggu persetujuan seller yg ga ada kabarnya berhari hari. Minta bantuan customer care juga ga nemu solusi. Akhirnya nunggu 2x24 jam untuk acc batal otomatis, kocaknya setelahnya orderan masih belum tercancel juga. parah banget sumpah tokopedia sekarang.. pantas susah bersaing dengan shopee.",1
Sangat bagus pelayananya,5
good,5
jujur menurut saya apk Tokopedia ini harganya sangat mahal barang yg sama pada d'shopee...contoh celana pendek jeans mc wiscer harga d'tokopedia 200bk'atas sedangkan d'shopee kisaran d'bawah 200 seperti hrga 160 ribuan . kenapa sya GK pernah belanja d'tokopedia krna mahal!!!,1
ok,5
Sagat bagus,5
Keren,5
ok,5
baru mencoba 4 aj dlu,4
Prima & Sangat Memuaskan,5
"semenjak multi kurir, dari yg 3 hari nyampe malah sampe 8 hari .. harusnya hapus aja sistem yg ga jelas",2
"error terus, gak bisa mencari item atau membeli",1
saya ingin mencoba aplikasi nya pedatang baru dobwlod,4
"Barang yg dijual tidak sesuai Deskripsi menjual HP bergaransi resmi, dan berasuransi namun toko BumBum Grosir melakukan penipuan dengan pasal 378. penipuan..penjualan HP yang dikirim kan hanya cover pelindung hp. tidak ada penjelasan detail dan permintaan maafnya dri pihak tokped. pertanyaan pun tidak di gubris oleh costumer care.",1
Someone : Kenapa lu pake Tokopedia? me : Karena pernah di endorse kobo kanaeru,5
mantap,5
"tokopedia sangat memuakkan, saya beli barang di tokopedia dan oleh toko penjual diarahkan ke chat wa untuk transaksi diluar tokopedia, dan disini saya merasa ada yang tidak beres, transaksipun saya batalkan dan uang di refund oleh tokped, tapi uang tidak bisa segera saya ambil karena alasan direview tokped 2x24 jam, alasan macam apa ini?? itu uang mau segera dipake bos, kenapa kau tahan2 macam kau aja yang punya uang, itu uang saya bos!! komplain di tokped care pun yang jawab juga robot !!",1
KURIRNYA LOGOK SEKALI,5
apalah ini app tulisannya bisa COD tapi pas dipencet malah gk bisa,1
sangat menghibur sekali,5
dari semua online shop tokped yg paling saya percaya. tapi kalau misal suruh update atau yang lain lain jangan ngebet banget ini selalu diingetin terus,5
Mantapppp,5
"Setelah bergabung drngan tiktok vocher makin dikit , bahkan gk ada lagi vocher belanja diskon bulanan",1
baik,1
mantap dengan kerja sama yg baik antara toko pedia dan DANA transaksi jadi mudah,5
"Tokped sudah diambil alih asing guys skarang tampilan beda makin ampas, sudah saatnya beralih marketplace lain :)",1
good,5
"kalo bisa jasa pengiriman yg di gunakan oleh Tokopedia jangan cuman 1, ada beberapa pilihan jasa pengiriman. karena kami yg di Sulawesi yg jauh dari kota besar harga barang tidak seberapa tapi ongkirnya 54.000",5
kenapa toko banyak di tutup permanen.. itu kan sudah ada aturan 17+ ..boleh beli. masak cari coil pod..gak bisa. kan kasihan toko online yang sudah jualan tahunan. sekalian tutup tokopedia seperti BukaLapak 👎,1
tokopedia makin mantap aja nih,5
keren,5
Baru pengajuan Semoga LOLOS Amin,5
mantap,5
Tokopedia jualan on line yang paling terdepan dan selalu terdepan,5
Keren banget pokonyaaa,5
tepat waktu,5
"kacau customer servicenya kacau bngt, sistem akhiri obrolan otomatisnya kacau. masa masalah belum selesai lansung obrolan berakhir otomatis, padahal csnya yang balesnya lama.",1
"Kok penyelesaian paket nyasar malah retur yaa? padahal saya sangat menunggu paket saya. Karena mandek lebih dari 3 hari digudang J&T saya komplain, tapi kenapa solusinya retur? Ini sangat merugikan konsumen, saya komplain agar barang yg saya mau sampai, bukanya malah dikembalikan.",1
Good,5
Ribet ga bisa tambah posting dagangan.,1
"walaupun pernah download lama,tapi belum pernah di pakai,nah sekalinya mau pake,ada yang namanya promo putar spin untuk pengguna baru sampai 800 ribu jika belanja 1 barang yang di tentukan,setelah saya belanja 1 barang,nah saya dapat tuh cm ngga tau cara pake nya,nah ternyata ada syarat dan ketentuan berlaku, dan diskonnya jg saya kira sampai 800 rbu ternyata ada syarat dan ketentuan yang ternyata ngga sesuai dengan angka yg 800 rb,haduhhhhh bener2 cerdas marketingnya,kecewa si cm ya udah lah,",2
"mudah nyari barang apa saja,aman, dan banyak diskonnya",5
apknya bagus cuma notifikasi nyepam banget asli dah lagi by one epep notifikasinya nauzubillah,5
yahud dah pokonya tokopedia,3
"bagus, pilihan barang dan harganya kompetitif",5
Tokopedia sekarang gratis ongkirnya hilang semua ongkir naik sudah lapor ke Tokopedia care hanya dikasih tiket namun tidak menyelesaikan masalah,2
setelah update malah error semua dan pelayanan cs sangat lambat,1
"Belanja lebih hemat, gratis ongkir, menghemat waktu🥰",5
cukup memuaskan,5
nice good,5
"Sistem pengajuan pembatalan order gak fair buat customer, banyak seller Tokopedia sengaja tidak mau konfirmasi pengajuan pembatalan dari customer, seller sengaja mengulur waktu sampai batas waktu yg ditentukan sistem. sehingga uang refund customer tertahan, disitulah cacat nya sistem pembatalan dari Tokopedia ini, Tokopedia ini cacat dalam melindungi customer nya dari seller nakal!",1
tersedia berbagai macam jenis barang semoga bermanfaat,4
pelayanan jelek skrg,1
mantappppppppppp,5
Kolom diskusi nya malah di hapus seutuhnya...diganti sama chat pribadi semua... seriously? tolong balikin kolom diskusi,1
top apk lokal jaya terus produk lokal,5
"ini kenapa tokped gk bisa saya instal , tolong pihak developer bagaimana ini ?? tokped saya gk bisa diupdte + diinstal",5
ok,5
"uang jualan ga masuk"" aneh",1
good,5
pelayanan cukup bagus,5
good,5
Pengiriman lama!!,5
bagus,5
"Tokopedia kalau barang sampai sudah diterima tidak bisa di kembalikan, kalau toko lain masih bisa 1x24jam, karena barang kita terima kadang belum dicoba.",3
"aplikasi ini makin hari,makin bobrok, penjual banyak sekali yang tidak amanah lagi, dan saat transaksi bermasalah tidak ada lagi customer service yang menangani, semua di handle oleh robot yang ga berguna, tak ada solusi yang didapat. tidak recomended!! beralih ke toko oren aja!!",1
"Bagus tapi kenapa ketika saya daftar afilliate ketika klik ""selesai"" selalu muncul ""internal server error"" sehingga gak bisa gabung affiliate?",4
mantap,5
saya sudah melakukan transaksi namun produk/invoice tidak ada dalam daftar transaksi. nanya ke cs tapi tidak respon. tolong kembalikan uang saya,1
mantap,5
sangan membantu kami yang jaraknya sangat jauh trimakasih Tokopedia👍,5
bagus,5
sangat.membantu kami dan cepay,5
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5
"Gak bisa jadi penengah barang komplain. Toko nipu, pihak kurir gak datenh buat ambil komplain malah disuruh komplain ulang. Masalahnya gak ada fitur ajukan komplain ulang kalau udh milih komplain sebelumnya.",1
sangat membantu,5
lumayan,4
sudah tidak seperti yang dulu.. saya kecewa,2
mantap toko pedia,5
"dh medit skarang tokped,, diskon pulsa gada diskon beli barang pun jarang.. uninstall aja lah beralih toko oren bye bye",1
sudah tiga hari pesanan saya tidak di proses oleh penjual dan customer service tidak responsif dan batal otomatis tidak bekerja,1
semakin kesini kurir rekomendasi makin lama mohon di perhatikan,1
ggood,5
pengen belanja live,5
"mau tarik uang krn seller batal kirim koq ribet. bintang 1 lah, klo perlu 0",1
keren,5
MANTAP,5
cashback coin gopay ga pernah masuk ke e-wallet jadi percuma ada kuponnya tapi coin ga pernah diterima.,1
sangat bagus,5
"sangat membantu , dan mudah di axes, harga bersaing ,banyak pilihan",5
aplikasi gk rekomendasi lambat pengembalian dana nya,1
Ok,5
"tempat searching Tokopedia ga seakurat dulu, jadi agak kesulitan mencari barang, saat di menghapus favorit harus scroll lg dari atas",2
"tolong fitur instant nya diperbaiki kasih waktu jangan h+1 hari gitu, diliat perjam aja kalau udh lewat batas jamnya instant nya auto mati atau gaada. soalnya kalau h+1 hari itu, sengaja pesen sore buat dipake pagi eh penjualnya malah kirim besoknya, kan percuma. adain jg report buat tokonya",1
lumayan,2
"W.I.B W.I.B Coba Liat Tokped.. banyak Toko Abal2 Di Dalam Nya... Banyak Yg Nipu... mending Pake Shopee.Pembayaran ViA Bank Atau Wallet Aman ... Tokonya Juga Banyak Yg Amanah.. Developer Tokped Lambat Respon, sekali Respon Yg Balesin Robot 🤖",1
aplikasi oke,5
mantap,5
"pengembalian ribet, pembatalan ribet, pengiriman sempat error, batal otomatisnya juga sempat error, mediasi antara penjual dan pembeli lelet, pake bot dimana² tapi sistemnya masih kacau",1
"ga banget , lelet bgt penanganan keuangannya masih laju keong , cs dichat juga gajelas, penarikan saldo refund ke rek bank masa 1hari kerja ga selesai? heran bgt coba tambahin karyawan bagian keuangan biar seller/buyer ga pusing nunggu kalian transfer kerekening kami !!!!!!",1
ok,5
terbaik😎,5
mantap,5
kikir banget njir sekarang wkowkwowkok,1
"baru pertama belanja udah di batalkan padahal jarak tidak terlalu jauh,tapi pesanan malah di batalkan sm yg punya toko,sangat kecewa sih",1
good good good pertahankan.,5
selama ini beli lewat tokped aman dan lancar saja. tapi ini kenapa yang lewat JNE gak ada kabar beli tanggal 1 juli 25 estimasi 4-6 juli25. sampai tanggal 9 juli25 gak ada kabar. cek resi gak bisa detek. status resi hanya sampai tanggal 3 juli. jadi mulai ragu belanja lagi. status gak barang gak jelas. hanya dikirim saja. sampai dimana barang gak di-update. kecewa,3
good,5
"woy tot ini ngapa cairin duit lama banget, udh lebih 1 hari duit blm masuk samsek, jngn nyusahin seller",1
kok mahal ya ongkirnya,2
"ada bug di bagian pencarian barang. saya mencari barang bekas contoh DJI, terus saya pilih kondisi bekas, dan saya pilih update nya 7 hari terkahir di upload. tetapi tidak muncul. begini terus sudah 1 bulan. tolong perbaiki pencarian keyword nya.",1
"APLIKASI TOLOL, PENGAJUAN TOKOPEDIA CARD PAS MAU TANDA TANGAN DIGITAL MALAH ERROR APLIKASINYA. PAS CHAT CS MALAH DI SURUH HUBUNGI BRI NYA. PADAHAL APLIKASINYA YG ERROR. HAL HASIL PENGAJUAN NYA GAGAL DI SURUH AJUKAN 6 BULAN LAGI KARNA TIDAK TANDATANGAN. UDAH GITU KEYWORD PENCARIAN JUGA GK JELAS SEKARANG. TIDAK BISA SORTIR BARANG BEKAS TERBARU.",1
tolong cs tokopedia batal pengiriman kok saldo tidak kembali,1
apk ini populer nomor 4 diplay stor,5
ongkir kemahalan,3
"saya gada masalah dengan tokped, melainkan dengan pihak kurir (ninja) barang saya sudah 1 minggu belum sampai",1
mantap gokil,5
ok,5
"sering sulit di buka , , 🤮 padahal koneksi nggak bermasalah",1
"Aplikasi Tokopedia ini Ongkir nya Terlalu Mahal , Mendingan belanja pakai aplikasi Lain",1
sangat membantu sekali dan mempermudah beli suatu barang,5
aplikasi yang tidak berguna ada dua paket yang saya pesan tapi dibatalkan begitu saja respon yang diberikan aplikasi tidak berguna,1
Nyaman dan mudah belanjanya,5
"saya pengguna setia toped semenjak 2014. tapi kali ini saya merasa di khianati. pesan barang dapat free ongkir 25rb, dari ongkir seharusnya yg 45rb jadi saya tinggal bayar 20. tapi kalo dipikir-pikir, barang yg saya pesan beratnya gak lebih dr 1kg. iseng saya cek di toko oren, dengan toko yg sama, barang dan harga yg sama. eh benar saja, di toko oren cuma kena ongkir 20rb dan kena free ongkir 20rb, jadi beneran gratis tis. halo petinggi toped, ada apa ini. kenapa harus menipu seperti ini??",1
Jika asli Tokopedia oke,3
gua dpt kupon 800k syarat harus beli 1 produk udh beli mlh ilang kuponnya Tokopedia puqi,1
mantaff banyak voucher diskonnya,5
"Peraturan return yg ruwet, harusnya packaging barang urusan kantor kurir bukannya konsumen, barang yg dijual, barang cepat rusak garansi harusnya panjang sampai 2 thn, pengkiriman lambat, utk konstruksi bangunan termasuk mahal, kurir J&T lambat",1
Ok,5
Ongkirnya sekarang mahal ya.. murah ongkir di oyen..,3
ribet banget mau jadi ressler disini harus nyambung nyambung,1
makin banyak seller yg ga benernya... csnya jg ga bisa bantu kasih solusi... ganti jadi bot aja.. biar nganggur,1
UI nya jelek bgt dah,2
banyak diskonya... mantappppp,5
pelayanan buruk sangat,1
oke,5
"paket sedang di antar ke alamat tujuantapi udah 2 hari ga sampe sampe Deket juga, bukan gua MLS nyamperinya tapi kerjaan gua ga bisa di tinggal""",2
belum ada pengalaman baru mau coba pakai aplikasi ini. garuda,5
"Saya akhirnya memang menerima refund dari Tokopedia, tapi prosesnya sangat melelahkan. Paket saya hilang, sudah kasih bukti lengkap dari kurir, tapi harus menunggu berminggu-minggu dan bolak-balik komunikasi. Bahkan setelah dikatakan dana akan cair tanggal 4 Juli, tetap mundur lagi tanpa info jelas. Saya pakai Tokopedia karena berharap aman dan sistematis, tapi pengalaman ini bikin saya ragu untuk belanja lagi. Semoga ke depannya proses refund lebih cepat dan transparan.",2
bagus,5
ok mantap,5
Vouchernya aja banyakin lagi wkwk edit : ngampas wak sekarang pindah aja pindah kesebelah,1
"aneh tokped,udah checkout udah salin kode virtualnya eh ilang sendiri list yg mau di checkout",1
kenapa di Tokopedia jarang menyediakan sistem COD padahal itu sering saya gunakan KLO lagi transaksi di lapak sebelah cuma kwalitas barang tidak sesuai standart saya inginkan. merasa dari lapak sebelah kurang selektif ketat secara SOP menilai kwantitas dan kwalitas yg dijual.makanya saya coba ke tokopedia sesuai ekspektasi Ndak yang saya harapkan karena kepuasan terletak pada SOP Dan integritas layanan publik bagi pengusaha shoping online,4
toko ijo pilihan pas,5
good,5
"saya baru pertama kali memakai aplikasi banyak yg tipu, kehilangan uang dan ketika laporan ke cs nya eror terus aplikasi apa sih banyak tipu",1
syg sekali di toko pedia pelit free ongkir... beda kyk shopee.. selalu ad free ongkir prcuma di toko pedia harga murah pass di ceckout dri hri harga 160rb jd 202rb kena ongkir,2
"Kenapa mau pasang kupon diskon nya ngga bisa, error terus, makin update malah makin parah, kupon diskon nya sedikit trus giliran kupon diskon nya mau di pake tiba² ngga bisa, makin aneh sekarang tokopedia Makin di update malah bukan nya makin bener malah makin banyak bug nya dan makin berat nih aplikasi tambahan : ini aplikasi tambah ancur, update tiap bulan upload video kadang eror, kadang kesalahan server eeettt daahhh semenjak di kelola sama tiktok kacau nih aplikasi",1
mantap bg,5
"sebenarnya sudah berlangganan lama, biasanya enak,kok ini ada kendala,semua history hilang,dan harus verifikasi lagi,sekarang belum bisa buka aplikasi",5
"kok buruk ya, buat seller kalo mau upload produk selalu gagal terus yahh. kalo untuk belanja oke lah",1
tokopedia bagus pelayananya.. saya seneng bikin saya selalu mau belanja di tokopedia keren.,5
mantap,5
cair uang hasil jualnya lama bangetttt,1
"cs mintak bantuan barang yg dikirim tidak sesuai, sedangkan saya udah bayar uang sebesar Rp 1.000.000 barang sudah saya kembalikan tapi alamat tidak di temukan pengantar paket, bagaimana caranya biar uang saya kembali",5
apk busuk.buat verifikasi umur aja maksa harus punya go pay.woyyy...gak semua orang pake go pay tau.ribet amat lu.uninstal ajalah apk yang kaya gini.,1
mantap,5
good,5
beli barang total 9. sampai 3. 6 hilang status aplikasi terkirim. coba hubungi cs. ai semua yang jawab. mana pihak pengelolahnya hubungi saya,1
pengiriman lambat banyak penjual yg sudah tidak aktif,3
Update yang baru sering balik ke beranda lagi aplikasinya waktu klik kategori keuangan. Mohon di cek,5
membantu,5
dari pengalaman saya pake apk ini banyak tipu tipu ya voucher diskon/gratis ongkir cuma php semua ga berlaku dengan alasan syrat tidak terpenuhi padahal sudah jelas jelas saya mengikuti semua persyaratan nya sangat mengecewakan saya kasih bintang 5 agar kalian para pengguna bisa membaca ini agar tidak merasa di tipu lebih baik belanja di toko sebelah yg warna oren,5
"Kurir Rekomendasi Tokped ampas bgt, barang muter muter di oper 3 ekpedisi sampe rusak, rusak semenjak di beli tiktok.",1
bagus sekali,5
"Tolong banget nih buat tokped ,sertakan nomer telpon kurir yg akan mengantarkan paket kita, agar kami,pembeli/penerima paket bisa mengkonfirmasi terlebih dahulu ataupun memberi informasi ke kurir saat nomer handphone ataupun handphone yg tertera di pesanan hilang/berbeda",3
update mulu menuh2in memori hape,3
"tokopedia bagus ,tapi sekarang aneh status pengiriman nya aneh gak update ,terus ketika barang sampe gabisa di selesaikan harus nunggu 5 hari .. kasian buat yg cod.",3
"toko pedia mulai berubah,beberapa kali order saya mengalami kendala di update pengiriman..sejak barang di kirim setatus pelacakan kadang tidak berubah..",3
mantap,5
"kurir asal asalan, aplikasinya ngebug ""membuka shake-shake"" fitur itu di hapus aja lah tolong",1
bagus banget aplikasi ini juga dapat membeli paket data internet dan paket tv,5
semoga bisa menjadi tambahan kebutuhan rumah tangga ku sehari hari dan amanah,4
aplikasi gak jelas hp baru buat co malah diskon gk bisa di pake wkwkwkw,1
apknya sih bagus... tpi sayang penjual di toko pedia yg asal kirim produk kok msh bisa jualan.. kebanyakan sangat lambat dalam proses pengiriman dan barang yg di pesan tidak sesuai.dan cara pembatalannya susah di saat penjual tidak tepat waktu dalam pengiriman . sangat kecewa sekali.....,3
"cara komplain di tokopedia gimana sih??? udah ke pesan bantuan, beralih ke customer servicenya, eh muncul keterangan disuruh menunggu jam kerja. saya kan komplainnya hari senin, senin mereka libur gitu??? hari kerja mereka emang bukan hari senin?? aneh banget. sekarang udah hari selasa, tapi status Tiket komplain saya ""Dalam Proses"" terus ga berubah2. Pelayanan bantuan Tokopedia bintang 1. kalau Tiket saya udah dibalas, saya balik lagi",1
ok banget,5
"semenjak bergabung dengan tiktok jadi agak susah berjualan, ribet daftarnya, mau beli tiket pesawat dan ka pun uda ga ada",3
sangkat sampah aplikasi sampah kerja saama dengan tiktok,1
bagus berguna dan bermanfaat,5
toko pedia kenapa bayar tagihan bpsj sekarang bayar nya lebih mahal dari bpjs nya??? bpjs nya cmn 175.000 bayar di pedia 177.500 kalau dulu biasa paling selisih 2000 atau 3000 gitu...,4
cakep 👍,5
Promo gencar bikin tertarik checkout. Ternyata sistemnya gak jelas. Tdk transparan dan kurang bagus. Gak bisa milih ekspedisi. Setelah buat pesanan juga gak keliatan jelas ekspedisi apa yg dipilih sistemnya. Kayak main game gacha tapi tdk dikasih tau bakal dpt apa aja. Gimana mau belanja kalau gak ada rasa nyaman dan aman. Yang buat sistem gak ngerti bisnis atau gimana ya. Ngasal bgt ini. Customer service bot juga.,1
good,5
iklan nya lol,1
belanja lebih mudah,4
"gak usah pake sicepat parah paket lama banget nyampenya ini udah 5 hari,belum ditambah awal kirim dari hand over udah 8 hari gak nyampe nyampe",1
bermasalah anjir akun ku ilang keluarin sendiri padahal aman kocak benerin ngapa mau chek out malah ilang,1
makasih belanja di sini sangat puas...,5
mantab dan terpercaya,5
mantap,5
bagus,5
saya belanja disini ditipu sama penjualnya. iklannya tidak sesuai dengan barang yg datang,5
"makin kesini makin ribet, makin nga userfrendy, makin nga smart. sampai bonus cashback juga diatur2..nga bisa di pakai secara maksimal..buat apa cashback gede2 tp nga bisa di pakai..kayak di PHP aja..padahal itu haknya konsumen..pengiriman juga mahal n ribet..pokoknya toped alternatif terakhir setelah bli2 dan shopee...itu pun terpaksa sekali..bue toped",1
tokopedia paling bagus dan setia utk bemberi cesbek yg luar biasa👌👍,5
sangat jelek..pesen sudah sebulan lebih gak jelas kelanjutannya ..di komplen berbelit2...mending klo cod .ini non cod..kan sangat meresahkan..hati2 yg belanja di toped,1
"pelan"" tokopedia nyusul BL perlahan di tinggalkan seller lalu d susul buyer.. awal kehancuran tokopedia trlihat jelas!!! update stock yg ribet hingga fee ga ngotak!!!!",1
"udah bertahun tahun pake tokped ,baru kali ini bikin kecewa . upload produk aja susah bngt ,deskripsi dan info udah bener tapi tetep aja masuk ke draf 95% terus enggak complete . chat ke cs diarahin instal tiktokshop lah bla bla blaaa ,ribet bngt. pdhl dlu ngebantu bngt buat rekber ,skrng taiiii ...auto uninstal bye",1
belanja mudah dan cepat,5
rekomendet,5
fitur dalam aplikasi tidak sepenuhnya berjalan dengan sempurna,1
busuk ga bisa masuk akun,1
respon cepat,5
pelayanan prima,4
cepat,4
Nice Buat cridit HP,5
"App bagus, semoga gw dan keluarga bahagia selalu",5
masi mencoba,4
"Saya Beli Barang di Olshop karena Simpel Cepat dan yg pasti efesiensi waktu, Tp pas ketemu Toko yg Nakal CS_nya terasa kurang Responsif sehingga waktu yg seharusnya cepat jadi terhambat dgn penyelesaian sama CS_nya",5
ok,5
Tokopedia adalah tempat belanja yg tepat untuk kita,5
Alhamdulillah kita dapat lebih mudah mencari barang elektronik dan lainnya. Sehingga kebutuhan yg dibutuhkan dapat melengkapi serta menyempurnakan barang yg diservice (sesuai keburhan) hingga mencapai titik keberhasilan.,5
mantap,5
terimakasih Tokopedia,5
Entah mengapa tokped kini ngelag... Ku akan datang lagi meski ibumu melarang...😭😭😭😹🥰😋🙈,3
mantap sangat membatu,5
"Aplikasi Penipu, Ceckout dapat Cashback, saat pesanan selesai cashback tak diberikan dengan berbagai alasan.",1
the best pokok na mah pelayanan terbaik,5
"Aplikasi aneh, udah di update berkali kali, tapi gak terbaca.",1
produk belum sampai,3
mudah cepat belanja online,5
fitur pencarian produk nya udah busuk banget sekarang...apalagi jika filternya diaktifin..malah tambah nggak bisa diarepin sama sekali...mau beli HP bisa2 entar munculnya malah BH ...😮‍💨 oalahh ped toped,1
"LEMOTT!!, Loading Produk aja Lama banget",2
Ok,5
mohon kembalikan status toko online atau tidak seperti kmrn. jd kita bisa tahu kapan status toko online terkahir seperti yg kmrn.,5
tolong dong toko yg sudah gak aktif dihapus saja kak,5
mantappp,5
terpercaya dan gk ribet . semoga semakin lebih solid,5
bagus,5
mudah di dapat,5
belanja online lebih memudakanebih praktisdan impel,5
"lebih gampang,dan lebih baik",5
ok,5
"Ini apk tokopedia minta trs di update. Udah di update minta lagi... capek gw nge up trs,udah 2 kali gw update ini apk dlm 2 bulan. ini yg ke 3 kali nya update.... baru bulan juni kemarin di update, dekarng minta update lagi. gila gila ini apl",1
proses pengiriman barang sekarang lama sekali Jkt kendari 2 minggu barang blm sampai. Dulu malah cepat kok Tokopedia skr begini ya... kalau seperti ini akan banyak yg pindah aplikasi.,2
"rusak Tokopedia semenjak ada titok gak jelas banyak beralih ke toko sebelah semua,,, tokobesar aja banyak pensiun dari Tokopedia.. padahal ini Tokopedia paling bagus jadi hancur",1
👍,4
keren,5
ok,5
murah,5
mudah difahami & caranya simple,5
Terima kasih bagus,5
Ok,5
saya menggunakan aplikasi ini memng sangat ok.. trimaksih TOKOPEDIA,5
tokopedia memang jos,5
ok good,5
Sangat membantu dalam mencari barang penting dengan harga terjangkau. maju terus Tokopedia Indonesia 😁👍,5
☺👍,5
"saya top up saldo tokopedia tapi saldo nya gak masuk sama sekali, padahal top up transaksinya udah berhasil",1
"makan tu bintang 1, update trus cok",1
terimakasih dengan tokped memudahkan saya bebelanja,5
jos mantap.. pokoknya Tokopedia joss,5
"gabung sama tiktok jadi jelek 👎. balikin ux yang dulu, jangan gabung sama tiktok lagi",1
is the best,5
terbaik,5
semoga berhasil dan selalu sukses untuk bermanfaat buat kita semuanya Amin ya Allah SWT,5
Good beneerr,5
bagus untuk belanja,5
"Kalau dilazada bisa bayar pakai gopay,OVO,Qris dan kalau di toped malah gak bisa bayar pakai DANA,hanya gopay saja jadi menurutku via pembayarannya kurang lengkap,tolong dilengkapi lagi agar mudah dalam bertransaksi,thanks happy topper.",5
trimakasih suportnya smoga bisa tambah baik lg prestasinya,5
jossdd,5
"harus diperhatikan seler seler modusnya bilang barang ready begitu pesan, bukan barang dalam proses tapi menunggu kurir sampai berhari hari nunggunya dari tanggal pesanan, supaya buyer ngak bisa cancell kalo kelamaan l, kurir jd kambing hitam.",2
kenapa ini Tokopedia delai lama banget.. saya pesan instan 3 jam udah 2 hari masih belom update..,1
Bagus dan lumayan membantu,4
maksa banget suruh update,1
bintang yg bicara lah selama ini saya belanja ga ada masalah sih cukup puas lah,5
"apalah katanya kode verifikasi di kirim ke email,mana?g masuk² tu kode,udh Berjam jam saya coba g masuk², tolong perbaiki lagi aplikasi nya",1
"sekarang mau chat cs tokopedia susah ya tidak seperti dulu saya punya kendala dengan paket saya ""yg di retur oleh kurir"" dan saya tidak bisa mengajukan komplain dan paket saya di antar oleh kurir antar aja saya suda menghubungi cs antar aja tapi saya merasa lucu dengan paket saya yg di retur oleh kurir ke penjual nya yg alasan nya tidak di jelaskan 😑",1
ga bisa masuk,1
"makin sini makin lemot, error mlulu.. smapah!",2
aplikasi sering ngelek,1
baik,4
bagus,5
